Time,Src Port,Dst Port,Source,Destination,Protocol,Length
2017-01-19 18:09:50,49297,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:50,80,49297,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:50,80,49297,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:50,80,49297,92.53.119.137,10.1.19.102,HTTP,212
2017-01-19 18:09:50,49297,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1038
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,49297,80,10.1.19.102,92.53.119.137,HTTP,771
2017-01-19 18:09:51,80,49297,92.53.119.137,10.1.19.102,TCP,60
2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,TCP,66
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:51,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,80,49308,92.53.119.137,10.1.19.102,TCP,60
2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:51,49308,80,10.1.19.102,92.53.119.137,HTTP,529
2017-01-19 18:09:51,80,49308,92.53.119.137,10.1.19.102,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1395
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,800
2017-01-19 18:09:52,49288,80,10.1.19.102,92.53.119.137,TCP,60
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1157
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1514
2017-01-19 18:09:52,80,49288,92.53.119.137,10.1.19.102,TCP,1276
